;;;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;FUENTE;FUENTE;POBLACION;POBLACION;
RPYMS372X;Proporción de gestantes con valoración de la salud bucal;Proporción de gestantes que acceden a una consulta por profesional de odontología en la etapa prenatal;RMP;Varios;Consultas;Consulta Salud Oral;IPS;Femenino;"1- RIPS: CUPS: 890203 y 890303

2- Res 202 Variable 76: Fecha Valida";"1- Res 202. 
Variable 14: Opción 1 ";Consulta de odontología durante la gestacion;"Variable:
Población actual al mes a evaluar activos y nuevos
Usuarias gestantes";
RPYMS184X;Porcentaje de usuarias gestantes con asesoría en anticoncepción;Proporción de gestantes de 26 semanas o mas que registran asesoría de planificación familiar durante la gestación actual.;RMP;Varios;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con  Finalidad 19 (anterior Finalidad 3) o CUPS con CIE-10 Z300, Z304, Z308, Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida ";"1- Res 202. 
Variable 14: Opción 1 
Variable 33: Fecha Probable de Parto. 
Edad gestacional Calculada: Fecha valida - fecha del último día del mes anterior al periodo evaluado para calcular la edad en semanas de gestación ";"Población denominador
Registro de consulta de planificación familiar";"Variable:
Población actual al mes a evaluar activos y nuevos
Gestantes de 26 semanas o más";
RPYMS61X;Proporción de mujeres entre 30 y 65 años tamizadas para cáncer de cuello uterino con ADN-VPH, según esquema;Proporción de mujeres de 30 a 65 años que cumplen con toma de  prueba de tamizaje para cáncer de cuello uterino ADN-VPH  según esquema;RPYMS;Varios;Tamizaje;ADN-VPH;IPS;Femenino;"1- Res 202: 
Variable 86: 2
variable 87: Fecha valida
variable 88: 19 o 20

2- Modulo de gestión: Pestaña tamizaje- prueba ADN-VPH - Fecha valida
3- RIPS: CUPS 908436 (previo a 2021)

Edad al procedimiento de 30 - 65 años";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población del denominador que cumplen con realización de prueba de ADN-VPH en los últimos 5 años al mes a evaluar;"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 30 a 65 años ";
RPYMS97X;Proporción en la toma de colposcopia;Proporción de mujeres con prueba de tamización para cáncer de cuello uterino CCU, con reporte de  anormalidad, tomada en los ultimos 3 años, (superior a AS-CUS),  que cumplen con la realización de colposcopia;RPYMS;Varios;Pruebas complementarias;Colposcopia;IPS;Femenino;"1- Res 202: Variable 91 - fecha valida
2- Modulo de gestión: Pestaña colposcopia- fecha válida
3- RIPS- Cups colposcopia: 702200 -702201";"1- Res 202
 Variable 88: 2 al 15
2- Modulo de gestión:
   Pestaña tamización: 2 al 15";"Población denominador
Fecha valida de colposcopia";"Población al mes a evaluar activos y nuevos 
Mujeres con citología cervicouterina positiva (Superior a ASCUS) 
Fecha de CCU: ultimos 3 años sin incluir mes a evaluar
CCU posterior o igual a Fecha de afiliación";
RPYMS478X;Proporción de mujeres con citología anormal a quienes se realizó colposcopia;Proporción de mujeres con prueba de tamización para cáncer de cuello uterino CCU, con reporte de  anormalidad superior a ASCUS,  que cumplen con la realización de colposcopia;RPYMS;Varios;Pruebas complementarias;Colposcopia;IPS;Femenino;"1- Res 202: Variable 91 ""colposcopia"" - fecha valida
2- Modulo de gestión: Pestaña colposcopia- fecha válida
3- RIPS CUPS: 702200 -702201 
El CUPS se toman como última opción, debe primar 202 y se toma siempre y cuando se tenga una fecha de una CCV inferior; Los resultados obtenidos con ese CUPS se deben llevar a la cohorte con el fin de que se realice la gestión de la IPS para el resultado en el modulo
";"1- Res 202:
 Variable 88:  2 a 15
2- Modulo de gestión: 
  Pestaña tamización: 2 a 15";Población del denominador que tenga fecha valida de colposcopia;"Población activa
Mujeres con citologia superior a ASCUS";
RPYMS98X;Proporción en la toma de biopsia de cuello uterino en CCU alterada;Mujeres con prueba de tamización para cáncer de cuello uterino CCU con reporte de  anormalidad Lesión de alto grado o más en el ultimo año, que cumplen con la toma de Biopsia de cuello uterino;RPYMS;Varios;Confirmación diagnostica;Biopsia;IPS;Femenino;"1- Modulo de gestión: Pestaña biopsia- fecha válida
2- Res 202: Variable 93 ""biopsia cervical"" - fecha valida
3-  RIPS CUPS: 702201- 671200- 671201 -671202";"1- Res 202
 Variable 88: 4 al 15
2- Modulo de gestión:
   Pestaña tamización: 4 al 15";"Población denominador
Fecha valida de Biopsia de Cuello uterino";"Variable: 
Población al mes a evaluar activos y nuevos 
";
RPYMS479X;"Proporción de mujeres con reporte de biopsia de cuello uterino ""NIC II-NIC III"", que reciben tratamiento";Mujeres con reporte de biopsia de cuello uterino NIC de Alto Grado (NIC II - NIC III), que reciben tratamiento;RPYMS;Varios;Manejo médico;Tratamiento;IPS;Femenino;"1- RIPS: CUPS Consulta: 890250, 890350, 890450 
CUPS Conización: 
672001 CONIZACION NCOC
673230 CONIZACION LASER
673400 CONIZACION CON RADIOFRECUENCIA (LETZ) SOD
673401 CONIZACION CON RADIOFRECUENCIA (LETZ) BAJO COLPOSCOPIA
683101	HISTERECTOMÍA SUBTOTAL O SUPRACERVICAL POR LAPAROTOMÍA
683111	HISTERECTOMÍA SUBTOTAL O SUPRACERVICAL, POR LAPAROSCOPIA
684001	HISTERECTOMÍA TOTAL ABDOMINAL CON REMOCIÓN DE MOLA O FETO MUERTO POR LAPAROTOMÍA
684003	HISTERECTOMÍA TOTAL POR LAPAROTOMÍA
684020	HISTERECTOMÍA TOTAL POR LAPAROSCOPIA
684103	HISTERECTOMÍA TOTAL ABDOMINAL AMPLIADA POR LAPAROTOMÍA
684104	HISTERECTOMÍA TOTAL ABDOMINAL AMPLIADA POR LAPAROSCOPIA
672001	CONIZACIÓN CERVICAL
673102	RESECCIÓN DE LESIÓN CUELLO UTERINO
673201	ABLACIÓN DE LESIÓN O TEJIDO DE CUELLO UTERINO
863101	RESECCIÓN DE LESIONES CUTÁNEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN ÁREA GENERAL, HASTA SEIS LESIONES
863102	RESECCIÓN DE LESIONES CUTÁNEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN ÁREA GENERAL, MÁS DE SEIS LESIONES
863103	RESECCIÓN DE LESIONES CUTÁNEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN ÁREA ESPECIAL, HASTA TRES LESIONES
863104	RESECCIÓN DE LESIONES CUTÁNEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN ÁREA ESPECIAL, ENTRE TRES A DIEZ LESIONES
863105	RESECCIÓN DE LESIONES CUTÁNEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN ÁREA ESPECIAL, MÁS DE DIEZ LESIONES
2- Módulo de Gestión de casos: Pestaña Cervix/ Complementarios/ : Manejo y direccionamiento: Conducta inicial: (cualquier opción)
Pestaña Tratamiento: Tratamiento (cualquier opción excepto No Aplica y Desconocido)
3- Cargue información adicional cérvix";"1- RES 202 
Variable 93: Fecha valida
Variable 94: opción 4

";Misma del denominador;"Variable: 
Población al mes a evaluar activos y nuevos 
";
RPYMS480X;Cumplimiento en la toma de biopsia de cuello uterino en CCU alterada;Proporción de mujeres con reporte en CCU de  anormalidad NIC II o mas en el ultimos 3 años, que cumplen con la toma de Biopsia de cuello uterino;RPYMS;Varios;Confirmación diagnostica;Biopsia;IPS;Femenino;"1- Modulo de gestión: Pestaña biopsia- fecha válida
2- Res 202: Variable 93 ""biopsia cervical"" - fecha valida
3-  RIPS CUPS: 702201- 671200- 671201 -671202";"1- Res 202
 Variable 88: 4 al 15
2- Modulo de gestión:
   Pestaña tamización: 4 al 15";Misma población denominador, que tenga biopsia valida;"Variable: 
Población actual al mes a evaluar activos y nuevos 
";
RPYMS87X;Proporción de hombres entre 50 y 75 años tamizados con PSA;Proporción de hombres de 50 a 75 años que registran Tamizaje de próstata PSA según esquema (Últimos 5 años);RPYMS;Varios;Laboratorios;PSA;IPS;Masculino;"1- Res 202:  Variable 73

2- RIPS: PSA CUPS 906611 - 906610";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Registró PSA en los últimos 5 años
Edad al corte entre 50 - 75 años
PSA entre 50 - 75 años";"Población actual al mes a evaluar activos y nuevos
Hombres entre 50 y 75 años
";
RPYMS140X;Cumplimiento de tamizajes realizados con PSA en el año;Hombres de 50 a 75 años que registran Tamizaje de próstata PSA en el año;RPYMS;Varios;Laboratorios;PSA;IPS;Masculino;"1- Res 202:  Variable 73

2- RIPS: PSA CUPS 906611 - 906610";"1-BASE DE DATOS DE AFILIACIONES (CIERRE MES)

2-Cohorte DT prótata
varible: Fecha mas reciente de PSA

Nota: Teniendo en cuenta que en el denominador no se incluyen usuarios con tamizaje vigente, éste se deberá cruzar con la cohorte DT próstata";"Población del denominador
Registró PSA en el año vigente
";"Población al mes a evaluar activos y nuevos
Hombres entre 50 y 75 años

Dividido en 12 multiplicado por mes a evaluar";
RPYMS500X;Proporción de hombres con tacto rectal alterado y/o PSA alterado, que recibieron manejo medico;Proporción de hombres de 50 a 75 años con pruebas de tamizaje anormal a quienes se les dio manejo medico;RPYMS;Varios;Procedimiento;Manejo medico;IPS;Masculino;"1- RIPS AP:
CUPS 890294 - 890394 (Urologia)
CUPS 881502 (Ecografía transrectal) 881362 (Ecografía de Prostata transabdominal)
CUPS 601101 - 601102 - 601103 - 601104 - 601201 - 601301 - 601501 - 601502  (Biopsia)

2- Modulo de Gestión próstata:
Manejo y direccionamiento: Fecha conducta (válida) y Conducta (cualquier opción)
";"1- Res 202: 

* Tacto rectal: Variable 64 ""fecha válida"" y Variable 22  ""Resultado: 4 -Próstata anormal""

* PSA: Variable 73 ""Fecha"" y Variable 109 - ""Resultado de PSA"": Los rangos de anormalidad del antígeno prostático acorde con la edad según Osterling y colaboradores son: de 40 a 49 años (> o = 2,5 ng/ml), de 50 a 59 años (>o =3,5 ng/ml), de 60 a 69 años (>o =4,5 ng/ml) y de 70 a 75 años (>o =6,5 ng/ml).";Población del denominador con alguno de los manejos medicos definidos;"Afiliados activos
Hombres de 50 a 75 años con pruebas de tamizaje anormal";
RPYMS52X;Cobertura de personas con atención integral de la ruta de PYMS, de acuerdo al esquema definido;Personas que cumplen con la totalidad de las atenciones definidas en el curso de vida en el que se encuentra de la Ruta PYMS;RPYMS;Varios;General;Atención integral;IPS;Ambos;"1- RIPS
2 - Res202
3- Formato datos adicionales
4- Módulos de gestión: Vacunación, Mama, Cérvix
";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Afiliados con atenciones de acuerdo a esquemas definidos por momento de curso de vida";"Población actual al mes a evaluar activos y nuevos 
Total de población afiliada";
RPYMS52aX;Cobertura de personas con Valoración Integral de la RPYMS de acuerdo al esquema definido;Personas que cumplen con al menos (1) una de las valoraciones integrales, (por profesional en salud de medicina o enfermería ), definidas en el curso de vida en el que se encuentra;RPYMS;Varios;Consultas;Valoración integral;IPS;Ambos;"Primera Infancia - Infancia
- Medicina General, Medicina Familiar o Pediatría:
*RIPS: CUPS más la finalidad 4 o (Res 2275 - CUPS con finalidad 11) o CUPS más CIE-10: Z001
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
- Enfermería:
*RIPS: CUPS 
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

Adolescencia:
- Medicina General o Medicina Familiar:
*RIPS: CUPS más finalidad 5 o (Res 2275 - CUPS con finalidad 11)  o CUPS más CIE-10: Z003
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
- Enfermería:
*RIPS: CUPS más finalidad 4 o 5 o (Res 2275 - CUPS con finalidad 11)  o CUPS más CIE-10: Z003
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

Juventud:
- Medicina General o Medicina Familiar:
*CUPS más finalidad 5  o (Res 2275 - CUPS con finalidad 11) o CUPS más CIE-10: Z003
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
*RES 202: Variable 52 - Fecha Valida

Adultez y Vejez
- Medicina General o Medicina Familiar:
*RIPS:  CUPS más finalidad 7 o (Res 2275 - CUPS con finalidad 11):
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
*RES 202: Variable 52 - Fecha Valida

NOTA: Se tiene en cuenta la edad a la fecha de afiliación y edad a entrada en vigencia de la RPYMS (01/02/2019)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"
Afiliados con atenciones por profesional de medicina o enfermería de acuerdo al esquema definido en la RPYMS";"Población afiliada  mes a evaluar activos y nuevos 

Total de población afiliada";
RPYMS389X;Cobertura de participación en sesiones educativas en salud grupales;Proporción de población que han recibido educacion en salud grupal en cualquier programa dentro de su curso de vida;DI-Educación salud;Varios;Educación grupal;Educación grupal;IPS;Ambos;"Sistema Procex- modulo demanda inducida- 

RIPS - CUPS 9901*";BDUA;poblacion que registra educacion en salud en la historia clinica;"Población general
";
RPYMS389AX;Cumplimiento en la participación en sesiones educativas en salud grupales de la población en el curso de vida de Primera infancia;Proporción de población que han recibido educacion en salud Grupal en el curso de vida de primera infancia;DI-Educación salud;Primera Infancia;Educación grupal;Educación grupal;IPS;Ambos;"Sistema Procex- modulo demanda inducida- 

RIPS - CUPS 9901*";BDUA;poblacion que registra educacion en salud en la historia clinica durante el curso de vida de la primera infancia;"Población de 0 a 5 años
";
RPYMS389BX;Cumplimiento en la participación en sesiones educativas en salud grupales de la población en el curso de vida de Infancia;Proporción de población que han recibido educacion en salud Grupal en el curso de vida de infancia;DI-Educación salud;Infancia;Educación grupal;Educación grupal;IPS;Ambos;"Sistema Procex- modulo demanda inducida- 

RIPS - CUPS 9901*";BDUA;poblacion que registra educacion en salud en la historia clinica durante el curso de vida de infancia;"Población de 6 a 11 años
";
RPYMS389CX;Cumplimiento en la participación en sesiones educativas en salud grupales de la población en el curso de vida de Adolescencia;Proporción de población que han recibido educacion en salud Grupal en el curso de vida de Adolescencia;DI-Educación salud;Adolescencia;Educación grupal;Educación grupal;IPS;Ambos;"Sistema Procex- modulo demanda inducida- 

RIPS - CUPS 9901*";BDUA;poblacion que registra educacion en salud en la historia clinica durante el curso de vida de la Adolescencia;"Población de 12 a 17 años
";
RPYMS389DX;Cumplimiento en la participación en sesiones educativas en salud grupales de la población en el curso de vida de Juventud;Proporción de población que han recibido educacion en salud Grupal en el curso de vida de Juventud;DI-Educación salud;Juventud;Educación grupal;Educación grupal;IPS;Ambos;"Sistema Procex- modulo demanda inducida- 

RIPS - CUPS 9901*";BDUA;poblacion que registra educacion en salud en la historia clinica durante el curso de vida de la Juventud;Población de 18  a 28 años;
RPYMS389EX;Cumplimiento en la participación en sesiones educativas en salud grupales de la población en el curso de vida de Adultez;Proporción de población que han recibido educacion en salud Grupal en el curso de vida de Adultez;DI-Educación salud;Adultez;Educación grupal;Educación grupal;IPS;Ambos;"Sistema Procex- modulo demanda inducida- 

RIPS - CUPS 9901*";BDUA;poblacion que registra educacion en salud en la historia clinica durante el curso de vida de la Adultez;"Población de 29 a 59 años
";
RPYMS389FX;Cumplimiento en la participación en sesiones educativas en salud grupales de la población en el curso de vida de Vejez;Proporción de población que han recibido educacion en salud Grupal en el curso de vida de Vejez;DI-Educación salud;Vejez;Educación grupal;Educación grupal;IPS;Ambos;"Sistema Procex- modulo demanda inducida- 

RIPS - CUPS 9901*";BDUA;poblacion que registra educacion en salud en la historia clinica durante el curso de vida de la Vejez;"Población de 60 años y mas
";
RPYMS105X;Cumplimiento en la entrega de informes;Proporción de informes objeto de reporte por la IPS con cargue Exitoso y Oportuno  al sistema de información SIGIRES;RPYMS;No aplica;Cargue información;Administrativo;IPS;No aplica;Formato RPYMS105;Formato RPYMS105;NA;NA;
RPYMS110X;IPS vacunadoras con cargue efectivo al sistema de información;Proporción de IPS que realizan cargue Exitoso y Oportuno de los informes masivos de vacunacion (PAIWEB, plantilla menores, plantilla Adultos) al sistema de información SIGIRES;RPYMS;No aplica;Cargue información;Administrativo;IPS;No aplica;"1 - Módulo carga de archivos - Vacunación
* Formato Diario
* Plantilla EPS menores
* PAIWEB 2

Cargue Exitoso de alguno de los Formatos durante la vigencia de reporte de la evaluación
";IPS marcadas como SI en alguno de los siguientes indicadores RPYMS34,106-107,170,90,91,92,93,223-224;NA;NA;
RPYMS350X;Tasa de incidencia de  Infección Respiratoria Aguda en Menores de 5 años;Es el número de casos nuevos de infección respiratoria aguda en menores de 5 años por cada 100.000 menores de 5 años;Salud pública;Primera Infancia;Riesgo;IRA;IPS;Ambos;" SIVIGILA Datos basicos eventos: 345, 346, 348, 
RIPS CIE 10: J00-J22";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Total población de 0 a 4 años con diagnostico;Total población de 0 a 4 años;
RPYMS349X;Tasa de incidencia de Enfermedad Diarreica Aguda en menores de 5 años;Es el número de casos nuevos de enfermedad diarreica aguda en menores de  5 años por cada 100.000 menores de 5 años;Salud pública;Primera Infancia;Riesgo;EDA;IPS;Ambos;" SIVIGILA Datos basicos evento 605
RIPS CIE 10: A00-A09";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Total población de 0 a 4 años con diagnostico;Total población de 0 a 4 años;
RPYMS353X;Tasa de Incidencia de otitis media supurativa en niños menores de 5 años;Es el número de casos de diagnóstico de otitis media supurativa por cada 100.000 habitantes;Salud pública;Primera Infancia;Riesgo;Otitis media supurativa;IPS;Ambos;"RIPS: Diagnóstico: Otitis media supurativa (CIE 10: H600 a H664):
H660: Otitis media supurativa aguda
H661: Otitis media tubo timpánica supurativa crónica
H662: Otitis media supurativa crónica aticoantral
H663: Otras otitis medias crónicas supurativas
H664: Otitis media supurativa, sin otra especificación";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Total poblacion de 5 años con diagnostico;Total población de 0 a 4 años;
RPYMS355X;Tasa de Incidencia de Meningitis Tuberculosa;Número de casos nuevos de meningitis tuberculosa  por cada 100.000 habitantes;Salud pública;Varios;Riesgo;meningitis tuberculosa;IPS;Ambos;"CIE 10: A170 (meningitis tuberculosa)
";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Total poblacion con diagnostico;total afiliados;
RPYMS361X;Tasa de Incidencia de Neumonia Streptococcus pneumoniae (Spn);Número de casos nuevos de neumonia Streptococcus pneumoniae (Spn) por cada 100.000 habitantes;Salud pública;Varios;Riesgo;neumonia Streptococcus pneumoniae (Spn);IPS;Ambos;CIE 10: J13;BASE DE DATOS DE AFILIACIONES (CIERRE MES);Total poblacion con diagnostico;total afiliados;
RPYMS196X;Proporción de niños con desnutrición aguda, con control posterior al egreso hospitalario;"Número de niños de 0 a 59 meses hospitalizados por desnutrición aguda moderada o severa con egreso hospitalario; que registran valoración por medicina, enfermería o nutrición en los primeros 15 días posterior al egreso hospitalario";Salud pública;Primera Infancia;Consultas;Seguimiento;IPS primaria;Ambos;"Número de niños y niñas  de 0 a 59 meses con desnutrición aguda moderada o severa que registran al menos una atención por medicina, enfermería o nutrición menor o igual 15 días posterior a la fecha del egreso hospitalario

1 RIPS: fecha de atención hasta 15 días posterior a la fecha del egreso hospitalario, correspondientes a las atenciones de los siguientes CUPS:

*CUPS:
890283 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PEDIATRIA
890383 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN PEDIATRIA
890483 - INTERCONSULTA POR ESPECIALISTA EN PEDIATRIA
890783 - CONSULTA DE URGENCIAS POR ESPECIALISTA EN PEDIATRIA
890205 - CONSULTA DE PRIMERA VEZ POR ENFERMERIA
890305 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA
990204 - EDUCACION INDIVIDUAL EN SALUD, POR ENFERMERIA
E890157 - VISITA DOMICILIARIA POR AUXILIAR DE ENFERMERIA
890263 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA FAMILIAR
890363 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN MEDICINA FAMILIAR
890216 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA
890316 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA
890416 - INTERCONSULTA POR ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA
890463 - INTERCONSULTA POR ESPECIALISTA EN MEDICINA FAMILIAR
890763 - CONSULTA DE URGENCIAS POR ESPECIALISTA EN MEDICINA FAMILIAR
E890201 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PEDIATRIA POR TELESALUD O TELEMEDICINA
E890383 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN PEDIATRIA POR TELESALUD O TELEMEDICINA
890201 - CONSULTA DE PRIMERA VEZ POR MEDICINA  GENERAL
890301 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR   MEDICINA GENERAL
890306 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR  NUTRICIÓN O DIETÉTICA
890101 - ATENCIÓN VISITA DOMICILIARIA POR MEDICINA GENERAL
890105 - ATENCIÓN VISITA DOMICILIARIA POR ENFERMERÍA
890106 - ATENCIÓN VISITA DOMICILIARIA POR NUTRICIÓN Y DIETÉTICA
890206 - CONSULTA DE PRIMERA VEZ POR NUTRICIÓN Y DIETÉTICA";"1. SIVIGILA  
Evento 113: 
Fecha de consulta  (fec_con_): últimos 12 meses
""Ajuste_"": todos, excepto 6 y D
Score P/T(zscore_pt): < - 2DS o sin dato
""pac_hos_"" = ""1""
""fec_hos_"" posterior a ""fec_con_""
Estado: activo

2. Censo hospitalario: variable ""Fecha Egreso"" válida posterior a la ""fec_hos_""";Niños y niñas de 0 a 59 meses  con diagnóstico de Desnutrición aguda, moderada o severa, con control post egreso hospitalario, estado activo.;"Niños y niñas de 0 a 59 meses  con diagnóstico de Desnutrición aguda, moderada o severa, estado activo.
 
Edad calculada a ""fec_con_"" (fecha de consulta)
";
RPYMS202X;Proporción de niños con desnutrición aguda, con seguimiento ambulatorio;Proporción de niños de 0 a 59 meses con desnutrición aguda moderada o severa en manejo ambulatorio que registran mínimo 2 seguimientos en 30 días posteriores a la fecha de notificación;Salud pública;Primera Infancia;Consultas;Seguimiento DNT;IPS primaria;Ambos;"Número de niños y niñas  de 0 a 59 meses con desnutrición aguda moderada o severa que registran al menos una atención por medicina, enfermería o nutrición menor o igual 30 días posterior a la fecha del egreso hospitalario

1 RIPS: fecha de atención menor o igual a 30 días posterior a la fecha del egreso hospitalario, correspondientes a las atenciones de los siguientes CUPS:

*CUPS:
890283 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PEDIATRIA
890383 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN PEDIATRIA
890483 - INTERCONSULTA POR ESPECIALISTA EN PEDIATRIA
890783 - CONSULTA DE URGENCIAS POR ESPECIALISTA EN PEDIATRIA
890205 - CONSULTA DE PRIMERA VEZ POR ENFERMERIA
890305 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA
990204 - EDUCACION INDIVIDUAL EN SALUD, POR ENFERMERIA
E890157 - VISITA DOMICILIARIA POR AUXILIAR DE ENFERMERIA
890263 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA FAMILIAR
890363 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN MEDICINA FAMILIAR
890216 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA
890316 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA
890416 - INTERCONSULTA POR ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA
890463 - INTERCONSULTA POR ESPECIALISTA EN MEDICINA FAMILIAR
890763 - CONSULTA DE URGENCIAS POR ESPECIALISTA EN MEDICINA FAMILIAR
E890201 - CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PEDIATRIA POR TELESALUD O TELEMEDICINA
E890383 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN PEDIATRIA POR TELESALUD O TELEMEDICINA
890201 - CONSULTA DE PRIMERA VEZ POR MEDICINA  GENERAL
890301 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR   MEDICINA GENERAL
890306 - CONSULTA DE CONTROL O DE SEGUIMIENTO POR  NUTRICIÓN O DIETÉTICA
890101 - ATENCIÓN VISITA DOMICILIARIA POR MEDICINA GENERAL
890105 - ATENCIÓN VISITA DOMICILIARIA POR ENFERMERÍA
890106 - ATENCIÓN VISITA DOMICILIARIA POR NUTRICIÓN Y DIETÉTICA
890206 - CONSULTA DE PRIMERA VEZ POR NUTRICIÓN Y DIETÉTICA";"1. SIVIGILA  
Evento 113: 
Fecha de consulta  (fec_con_): últimos 12 meses
""Ajuste_"": todos, excepto 6 y D
Score P/T(zscore_pt): < - 2DS o sin dato
""pac_hos_"" = ""2 y vacías""
Estado: activo

2. RIPS
CIE 10: E43X; E441; E40X; E41X; E42X; E46X
Fecha de la consulta: Últimos 12 meses  incluido el mes a evaluar
Estado: activo";Niños y niñas de 0 a 59 meses  con diagnóstico de Desnutrición aguda, moderada o severa, con seguimiento ambulatorio, estado activo.;"Niños y niñas de 0 a 59 meses  con diagnóstico de Desnutrición aguda, moderada o severa, estado activo.
 
Edad calculada a ""fec_con_"" (fecha de consulta)
";
RPYMS206X;Personas Victimas de Conflicto Armado que registran valoración por profesional de enfermería;Proporción de personas victimas del conflicto armado que registran valoración de enfermería;Salud pública;Varios;Consultas;Valoración enfermería;IPS;Ambos;"1 - RIPS (AC)
CUPS:
- 890205 consulta de primera vez por enfermería
- 890305 consulta de control o de seguimiento por enfermería";Cohorte PAPSIVI;La población del denominador que cumple con al menos una atención posterior a RUV;"Población actual al mes a evaluar activos y nuevos
Población victima de conflicto armado";
RPYMS208X;Personas Victimas de Conflicto Armado que registran valoración por profesional de trabajo social;Proporción de personas victimas del conflicto armado que registran valoración Trabajo Social;Salud pública;Varios;Consultas;Valoración trabajo social;IPS;Ambos;"1 - RIPS (AC)
CUPS: 
- 890209 consulta de primera vez por Trabajo Social
- 890309 consulta de control o de seguimiento por Trabajo Social
";Cohorte PAPSIVI;La población del denominador que cumple con al menos una atención posterior a RUV;"Población actual al mes a evaluar activos y nuevos
Población victima de conflicto armado";
